cuneichar,cuneicharAltLabel,cuneicharLabel,phoneticValues,oslIDs
http://www.wikidata.org/entity/Q87556313,"CUNEIFORM SIGN SAG TIMES DUB, U+12298",𒊘,"uru₁₀, urum₃",o0002273
http://www.wikidata.org/entity/Q87556318,"CUNEIFORM SIGN SAG TIMES KUR, U+1229B",𒊛,,o0002280
http://www.wikidata.org/entity/Q87556329,"CUNEIFORM SIGN SAG TIMES TAB, U+122A1",𒊡,,o0000211
http://www.wikidata.org/entity/Q87555811,"CUNEIFORM SIGN KASKAL, U+1219C",𒆜,"kasa, ras, kas, kaskal, bu₂, buš, dana₂, danna₂, eš₈, ir₇, irsaŋ, iš₂, kaṣ, kaš₂, kaz₀, raš, rin₆, šubtumₓ",o0000275
http://www.wikidata.org/entity/Q87556275,"CUNEIFORM SIGN PI TIMES E, U+12284",𒊄,we₂,o0002250
http://www.wikidata.org/entity/Q87556339,"CUNEIFORM SIGN SAG TIMES USH, U+122A6",𒊦,dilib₅,o0002291
http://www.wikidata.org/entity/Q87556286,"CUNEIFORM SIGN PI CROSSING PI, U+12289",𒊉,taltal,o0002235
http://www.wikidata.org/entity/Q87557392,"CUNEIFORM SIGN LU2 GUNU TIMES ASH, U+12519",𒔙,,o0001955
http://www.wikidata.org/entity/Q87556284,"CUNEIFORM SIGN PI TIMES U2, U+12288",𒊈,wu₃,o0002254
http://www.wikidata.org/entity/Q87557396,"CUNEIFORM SIGN LU2 TIMES HAL, U+1251B",𒔛,,o0001974
http://www.wikidata.org/entity/Q87556974,"CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9, U+12440",𒐑,"6(bur₃), 6(u)",o0000061
http://www.wikidata.org/entity/Q87556363,"CUNEIFORM SIGN SHA3 TIMES NE, U+122B2",𒊲,"ninim, nanam, nenim",o0002698
http://www.wikidata.org/entity/Q87557408,"CUNEIFORM SIGN MUSH OVER MUSH TIMES KAK, U+12521",𒔡,,o0000629
http://www.wikidata.org/entity/Q87556370,"CUNEIFORM SIGN SHA3 TIMES U PLUS A, U+122B6",𒊶,"ber₆, bir₆",o0002694
http://www.wikidata.org/entity/Q87556315,"CUNEIFORM SIGN SAG TIMES HA, U+12299",𒊙,hulumₓ,o0002277
http://www.wikidata.org/entity/Q87557429,"CUNEIFORM SIGN NINDA2 TIMES U PLUS U, U+1252B",𒔫,,o0002087
http://www.wikidata.org/entity/Q87557007,"CUNEIFORM NUMERIC SIGN SIX ASH TENU, U+1244E",𒐑,"6(bur₃), 6(u)",o0000060
http://www.wikidata.org/entity/Q87555874,"CUNEIFORM SIGN KWU318, U+121B6",𒆶,"hirinₓ, kwu318",o0000300
http://www.wikidata.org/entity/Q87556335,"CUNEIFORM SIGN SAG TIMES UM, U+122A4",𒊤,lib₅,o0002288
http://www.wikidata.org/entity/Q87556333,"CUNEIFORM SIGN SAG TIMES UB, U+122A3",𒊣,muh₃,o0002287
http://www.wikidata.org/entity/Q87557452,"CUNEIFORM SIGN SHE PLUS SAR, U+12535",𒔵,,o0002335
http://www.wikidata.org/entity/Q87555885,"CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA, U+121BA",𒆺,edakua₂,o0001775
http://www.wikidata.org/entity/Q87557458,"CUNEIFORM SIGN SHU2 PLUS E2 TIMES AN, U+12537",𒔷,,o0002807
http://www.wikidata.org/entity/Q22908417,"Ša, CUNEIFORM SIGN SHA, U+122AD",𒊭,"ara, ša, en₈, li₅, na₅, sa₂₀, zur₈",o0002824
http://www.wikidata.org/entity/Q87557463,"CUNEIFORM SIGN TUM TIMES GAN2 TENU, U+1253A",𒔺,,o0002429
http://www.wikidata.org/entity/Q87556356,"CUNEIFORM SIGN SHA3, U+122AE",𒊮,"šag₄, ša₃, didala, lib₃, lip₃, pešₓ, sa₁₉, šab₂, šalambi",o0002828
